IdSensore,NomeTipoSensore,UnitaMisura,Idstazione,NomeStazione,Quota,Provincia,Comune,Storico,DataStart,DataStop,Utm_Nord,UTM_Est,lat,lng,location,Limiti amministrativi 2014 delle province di Regione Lombardia,Limiti amministrativi 2015 delle province di Regione Lombardia
12611,Benzo(a)pirene,ng/m³,546,Magenta,137,MI,Magenta,N,15/04/2008,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)",4,4
20428,PM10 (SM2005),µg/m³,683,Cassano d'Adda 2 - Via Milano,133,MI,Cassano d'Adda,N,19/12/2017,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)",4,4
9833,Benzene,µg/m³,664,Mantova - p.zza Gramsci,18,MN,Mantova,N,16/05/2005,,5001351,640031,45.151743379576594,10.78140770009565,"(45.151743379576594, 10.78140770009565)",9,9
10048,Biossido di Zolfo,µg/m³,688,Scaldasole - AGIP,88,PV,Scaldasole,S,01/01/2007,01/01/2017,4996773,493060,45.12439458258305,8.911754872280346,"(45.12439458258305, 8.911754872280346)",7,7
5550,Biossido di Azoto,µg/m³,547,Milano - Parco Lambro,123,MI,Milano,S,21/04/1995,30/07/2018,5038480,519323,45.499583690483405,9.247326889507654,"(45.499583690483405, 9.247326889507654)",4,4
6648,Particolato Totale Sospeso,µg/m³,517,Turbigo,141,MI,Turbigo,S,01/01/1990,26/02/2007,5041480,479423,45.52655086994247,8.736496578379215,"(45.52655086994247, 8.736496578379215)",4,4
5660,Biossido di Zolfo,µg/m³,590,Ponte S.Pietro,225,BG,Ponte San Pietro,S,04/07/1990,20/06/2006,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)",5,5
5591,Biossido di Azoto,µg/m³,588,Tavernola Bergamasca,191,BG,Tavernola Bergamasca,N,21/09/1990,,5063058,581311,45.71629992411727,10.044765999368437,"(45.71629992411727, 10.044765999368437)",5,5
10321,Biossido di Azoto,µg/m³,707,Mortara,108,PV,Mortara,S,04/10/2007,01/01/2017,5011280,479925,45.254728720788826,8.74415437971093,"(45.254728720788826, 8.74415437971093)",7,7
6793,Particolato Totale Sospeso,µg/m³,653,Brescia - via Ziziola,125,BS,Brescia,S,19/07/2005,17/11/2013,5040836,595170,45.51455919056731,10.218463502801265,"(45.51455919056731, 10.218463502801265)",6,6
9798,Monossido di Carbonio,mg/m³,670,Mantova - S.Agnese,22,MN,Mantova,N,28/12/2004,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)",9,9
10168,Biossido di Zolfo,µg/m³,703,Schivenoglia,NULL,MN,Schivenoglia,N,13/12/2006,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)",9,9
6951,PM10 (SM2005),µg/m³,649,Brescia - Broletto,149,BS,Brescia,N,23/09/2000,,5043674,595467,45.540057846971386,10.222818449274216,"(45.540057846971386, 10.222818449274216)",6,6
5543,Biossido di Azoto,µg/m³,540,Garbagnate,175,MI,Garbagnate Milanese,S,11/12/1992,30/07/2018,5046467,506105,45.5717162655023,9.07824159056828,"(45.5717162655023, 9.07824159056828)",4,4
10153,Ossidi di Azoto,µg/m³,702,Pieve di Coriano,16,MN,Pieve di Coriano,S,29/11/2006,,4988901,666747,45.03394281418463,11.116918109540054,"(45.03394281418463, 11.116918109540054)",9,9
6748,Ossidi di Azoto,µg/m³,647,Breno,342,BS,Breno,S,09/06/1992,30/07/2018,5090074,600822,45.956830532998445,10.301058339435231,"(45.956830532998445, 10.301058339435231)",6,6
5554,Biossido di Azoto,µg/m³,551,Arconate (aria),182,MI,Arconate,N,20/01/1999,,5043898,488082,45.54851735741946,8.847321929216262,"(45.54851735741946, 8.847321929216262)",4,4
5788,Monossido di Carbonio,mg/m³,590,Ponte S.Pietro,225,BG,Ponte San Pietro,S,04/07/1990,12/09/2011,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)",5,5
5655,Biossido di Zolfo,µg/m³,557,Lonate Pozzolo,204,VA,Lonate Pozzolo,S,05/12/1996,17/08/2005,5048975,479783,45.59402351710858,8.7407965765392,"(45.59402351710858, 8.7407965765392)",1,1
5606,Biossido di Azoto,µg/m³,603,Castiraga,74,LO,Castiraga Vidardo,S,13/01/2000,01/01/2018,5012170,531404,45.26232519992153,9.400281323067924,"(45.26232519992153, 9.400281323067924)",11,11
10054,Biossido di Zolfo,µg/m³,691,Ferrera Erbognone - AGIP via Indipendenza,89,PV,Ferrera Erbognone,S,01/01/2007,01/01/2017,4995270,489675,45.11082363436007,8.86874423650247,"(45.11082363436007, 8.86874423650247)",7,7
5818,Monossido di Carbonio,mg/m³,529,Cinisello Balsamo,149,MI,Cinisello Balsamo,S,29/09/1988,04/07/2011,5044335,517778,45.55232578741208,9.227764233272634,"(45.55232578741208, 9.227764233272634)",4,4
5637,Biossido di Zolfo,µg/m³,549,Milano - P.zza Abbiategrasso,111,MI,Milano,S,20/05/1995,06/03/2003,5030980,514247,45.432197305733055,9.182138919080943,"(45.432197305733055, 9.182138919080943)",4,4
9921,Ossidi di Azoto,µg/m³,667,Marmirolo - Bosco Fontana,22,MN,Marmirolo,S,05/06/2004,30/07/2018,5007554,636848,45.20817903938493,10.74263625117323,"(45.20817903938493, 10.74263625117323)",9,9
5517,Biossido di Azoto,µg/m³,514,Rho - via Statuto,152,MI,Rho,N,03/10/1991,,5041100,503483,45.523425662003476,9.044599871111005,"(45.523425662003476, 9.044599871111005)",4,4
5579,Biossido di Azoto,µg/m³,576,Merate,279,LC,Merate,N,18/02/1991,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)",10,10
6264,Ossidi di Azoto,µg/m³,608,Codogno - via Trento,59,LO,Codogno,N,13/01/2000,,5000892,554872,45.15937280234111,9.69814824935254,"(45.15937280234111, 9.69814824935254)",11,11
5955,Biossido di Azoto,µg/m³,628,Cremona - p.zza Libertà $,61,CR,Cremona,S,01/11/1992,04/04/2006,4998730,581171,45.13737896273478,10.032359066275932,"(45.13737896273478, 10.032359066275932)",8,8
10583,Ossidi di Azoto,µg/m³,1274,Perledo,212,LC,Perledo,N,01/09/2010,,5095846,522171,46.01582830438376,9.286409208680807,"(46.01582830438376, 9.286409208680807)",10,10
6826,Biossido di Azoto,µg/m³,657,Lonato,180,BS,Lonato del Garda,N,16/02/1990,,5035536,615762,45.463753136210265,10.480772043571283,"(45.463753136210265, 10.480772043571283)",6,6
10073,Ossidi di Azoto,µg/m³,694,Salionze,109,VR,Salionze,S,01/12/2006,01/01/2017,5029205,635124,45.40331375821289,10.72659797077939,"(45.40331375821289, 10.72659797077939)",,
5616,Biossido di Zolfo,µg/m³,609,Casirate d`Adda,108,BG,Casirate d'Adda,S,14/12/1984,22/02/2008,5038450,543458,45.49822713394494,9.556232262351761,"(45.49822713394494, 9.556232262351761)",5,5
10407,Biossido di Azoto,µg/m³,1263,Villa di Serio,280,BG,Villa di Serio,S,08/10/2008,30/07/2018,5064969,557447,45.73589144532835,9.738394788043442,"(45.73589144532835, 9.738394788043442)",5,5
20104,Particelle sospese PM2.5,µg/m³,592,Treviglio,191,BG,Treviglio,N,01/03/2015,,5040815,546236,45.51933498138716,9.592009994888425,"(45.51933498138716, 9.592009994888425)",5,5
12671,Benzo(a)pirene,ng/m³,703,Schivenoglia,NULL,MN,Schivenoglia,N,22/02/2008,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)",9,9
5504,Biossido di Azoto,µg/m³,501,Milano - viale Marche,129,MI,Milano,N,18/09/1980,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)",4,4
9968,Ossidi di Azoto,µg/m³,679,Valmadrera,247,LC,Valmadrera,N,16/02/2006,,5076576,527307,45.842207261022544,9.351658166127958,"(45.842207261022544, 9.351658166127958)",10,10
10258,Ammoniaca,µg/m³,626,Corte de Cortesi,57,CR,Corte de' Cortesi con Cignone,N,22/11/2006,,5014380,578919,45.27848755478839,10.006202391204335,"(45.27848755478839, 10.006202391204335)",8,8
5822,Monossido di Carbonio,mg/m³,505,Legnano,199,MI,Legnano,S,19/01/1990,27/07/2011,5049180,493668,45.596133932132915,8.91881399306327,"(45.596133932132915, 8.91881399306327)",4,4
5544,Biossido di Azoto,µg/m³,541,Limbiate,181,MB,Limbiate,S,24/11/1994,30/07/2018,5049330,509823,45.597443498230305,9.125948942472387,"(45.597443498230305, 9.125948942472387)",12,12
5592,Biossido di Azoto,µg/m³,589,Nembro $,309,BG,Nembro,S,07/06/1991,14/03/2007,5065779,559162,45.743036830343144,9.760535572770022,"(45.743036830343144, 9.760535572770022)",5,5
9983,Particelle sospese PM2.5,µg/m³,672,Cornale (Voghera Energia),74,PV,Cornale,N,02/02/2006,,4987406,493238,45.04007657202963,8.914144599002409,"(45.04007657202963, 8.914144599002409)",7,7
5738,Ozono,µg/m³,607,Abbadia Cerreto,64,LO,Abbadia Cerreto,N,10/04/2001,,5017500,545920,45.309502269282255,9.585790416120414,"(45.309502269282255, 9.585790416120414)",11,11
12622,Piombo,ng/m³,542,Meda,222,MB,Meda,N,18/04/2008,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)",12,12
10007,Monossido di Carbonio,mg/m³,684,Truccazzano,105,MI,Truccazzano,S,17/02/2006,01/01/2018,5036889,536835,45.48455813667995,9.471348388974729,"(45.48455813667995, 9.471348388974729)",4,4
6810,Particolato Totale Sospeso,µg/m³,655,Darfo (aria),221,BS,Darfo Boario Terme,S,01/01/1999,15/07/2004,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",6,6
5821,Monossido di Carbonio,mg/m³,540,Garbagnate,175,MI,Garbagnate Milanese,S,30/11/1992,14/07/2011,5046467,506105,45.5717162655023,9.07824159056828,"(45.5717162655023, 9.07824159056828)",4,4
6657,Particolato Totale Sospeso,µg/m³,552,Varese - Vidoletti,425,VA,Varese,S,30/12/1991,30/04/2006,5075945,484773,45.83690077655548,8.80392612667495,"(45.83690077655548, 8.80392612667495)",1,1
5623,Biossido di Zolfo,µg/m³,610,Groppello d`Adda $,141,MI,Cassano d'Adda,S,18/09/1980,27/10/2005,5043871,537669,45.54735712557429,9.482556888751144,"(45.54735712557429, 9.482556888751144)",4,4
5961,Biossido di Azoto,µg/m³,630,Crema - via Indipendenza $,78,CR,Crema,S,02/11/1999,03/04/2007,5024212,553035,45.369413822391465,9.677268708195667,"(45.369413822391465, 9.677268708195667)",8,8
10474,Benzene,µg/m³,1267,Turano,65,LO,Turano Lodigiano,S,01/01/2010,31/03/2017,5010942,548751,45.25028308918456,9.62125819274314,"(45.25028308918456, 9.62125819274314)",11,11
5535,Biossido di Azoto,µg/m³,532,Cuggiono,156,MI,Cuggiono,S,01/01/1990,01/01/2017,5038680,484723,45.5014842949991,8.804453762398397,"(45.5014842949991, 8.804453762398397)",4,4
17041,Piombo,ng/m³,583,Bergamo - via Meucci,249,BG,Bergamo,N,13/01/2012,,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)",5,5
6899,Biossido di Zolfo,µg/m³,668,Mantova - Lunetta 2,25,MN,Mantova,S,01/01/2003,30/07/2018,5002119,643358,45.157985278189244,10.823931433968092,"(45.157985278189244, 10.823931433968092)",9,9
17122,Particelle sospese PM2.5,µg/m³,548,Milano - via Senato,118,MI,Milano,N,04/09/2012,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",4,4
17162,Particelle sospese PM2.5,µg/m³,681,Moggio,1194,LC,Moggio,N,20/10/2012,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",10,10
5575,Biossido di Azoto,µg/m³,572,Morbegno - via Cortivacci,262,SO,Morbegno,N,13/01/1999,,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)",3,3
5749,Ozono,µg/m³,554,Saronno - via Santuario,212,VA,Saronno,N,09/05/1991,,5052520,503123,45.626218960836006,9.04006309067821,"(45.626218960836006, 9.04006309067821)",1,1
6917,PM10 (SM2005),µg/m³,558,Busto Arsizio - Accam,206,VA,Busto Arsizio,N,20/01/1999,,5047718,487687,45.582894292717725,8.842165456706075,"(45.582894292717725, 8.842165456706075)",1,1
6272,Ossidi di Azoto,µg/m³,601,Montanaso,84,LO,Montanaso Lombardo,S,13/01/2000,01/01/2017,5020391,535459,45.33613100905199,9.45255388178171,"(45.33613100905199, 9.45255388178171)",11,11
5685,Biossido di Zolfo,µg/m³,576,Merate,279,LC,Merate,S,17/02/1991,30/07/2003,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)",10,10
6813,Biossido di Azoto,µg/m³,656,Gambara,47,BS,Gambara,N,16/02/1990,,5011493,601945,45.24954362474624,10.299119496064078,"(45.24954362474624, 10.299119496064078)",6,6
6609,Particolato Totale Sospeso,µg/m³,593,Ciserano,159,BG,Ciserano,S,10/06/1991,24/03/2002,5048846,547278,45.591548429500484,9.606127731575759,"(45.591548429500484, 9.606127731575759)",5,5
10108,Biossido di Azoto,µg/m³,698,Ceneselli,13,RO,Ceneselli,S,28/11/2006,01/01/2017,4987161,686934,45.01325676849334,11.372344948058235,"(45.01325676849334, 11.372344948058235)",,
5697,Biossido di Zolfo,µg/m³,613,Spino d`Adda - SP1 $,80,CR,Spino d'Adda,S,13/01/2000,13/04/2006,5026365,538310,45.389753164229845,9.489402571088535,"(45.389753164229845, 9.489402571088535)",8,8
5648,Biossido di Zolfo,µg/m³,507,Villasanta $,176,MB,Villasanta,S,18/12/1976,03/05/1999,5050610,523948,45.608621349658364,9.307118451572562,"(45.608621349658364, 9.307118451572562)",12,12
6610,Particolato Totale Sospeso,µg/m³,612,Filago - via Fermi,176,BG,Filago,S,01/01/1992,,5052474,543382,45.6244564811923,9.556504350318216,"(45.6244564811923, 9.556504350318216)",5,5
6230,Ossidi di Azoto,µg/m³,565,Cantù - via Meucci,369,CO,Cantù,N,01/07/1994,,5064150,509783,45.73083672267427,9.125734327022926,"(45.73083672267427, 9.125734327022926)",2,2
6852,Biossido di Azoto,µg/m³,660,Ospitaletto,155,BS,Ospitaletto,S,16/02/1990,30/07/2018,5044985,584681,45.55325139975436,10.084916143968398,"(45.55325139975436, 10.084916143968398)",6,6
6396,Ossidi di Azoto,µg/m³,553,Saronno - via Marconi,211,VA,Saronno,S,23/06/1993,03/12/2003,5052270,502902,45.62396968592561,9.037226525673523,"(45.62396968592561, 9.037226525673523)",1,1
5677,Biossido di Zolfo,µg/m³,564,Erba - via Battisti,279,CO,Erba,N,13/06/2009,,5072803,517232,45.808573806922965,9.221779204488435,"(45.808573806922965, 9.221779204488435)",2,2
12684,Nikel,ng/m³,633,Soresina,70,CR,Soresina,N,01/04/2008,,5014860,567712,45.28397715446764,9.863398419993635,"(45.28397715446764, 9.863398419993635)",8,8
5703,Biossido di Zolfo,µg/m³,572,Morbegno - via Cortivacci,262,SO,Morbegno,S,29/09/1998,06/08/2008,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)",3,3
6803,Ossidi di Azoto,µg/m³,654,Sarezzo - via Minelli,269,BS,Sarezzo,N,01/01/1990,,5055826,593900,45.64962671224069,10.205090218837002,"(45.64962671224069, 10.205090218837002)",6,6
10581,Biossido di Azoto,µg/m³,1274,Perledo,212,LC,Perledo,N,01/09/2010,,5095846,522171,46.01582830438376,9.286409208680807,"(46.01582830438376, 9.286409208680807)",10,10
10301,Benzene,µg/m³,574,Lecco - Via Amendola,214,LC,Lecco,N,07/11/2006,,5077479,530713,45.850191194578535,9.395577066893223,"(45.850191194578535, 9.395577066893223)",10,10
10019,Biossido di Azoto,µg/m³,685,Calusco d' Adda,273,BG,Calusco d'Adda,N,30/06/2006,,5059767,537706,45.69042907854514,9.484260927647789,"(45.69042907854514, 9.484260927647789)",5,5
5838,Monossido di Carbonio,mg/m³,528,Milano - Verziere,116,MI,Milano,S,30/09/1988,04/07/2011,5034443,515270,45.463346740666545,9.195324807668857,"(45.463346740666545, 9.195324807668857)",4,4
6366,Ossidi di Azoto,µg/m³,528,Milano - Verziere,116,MI,Milano,N,24/11/1988,,5034443,515270,45.463346740666545,9.195324807668857,"(45.463346740666545, 9.195324807668857)",4,4
9874,Particelle sospese PM2.5,µg/m³,502,Milano - via Juvara,122,MI,Milano,S,22/11/2005,11/06/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)",4,4
12570,Particelle sospese PM2.5,µg/m³,561,Como - viale Cattaneo,202,CO,Como,N,23/09/2011,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)",2,2
6925,PM10 (SM2005),µg/m³,571,Bormio,1225,SO,Bormio,N,18/04/2003,,5147136,605598,46.46952397132585,10.375432759159036,"(46.46952397132585, 10.375432759159036)",3,3
6912,PM10 (SM2005),µg/m³,546,Magenta,137,MI,Magenta,N,25/02/1998,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)",4,4
5836,Monossido di Carbonio,mg/m³,538,Settimo Milanese,132,MI,Settimo Milanese,S,28/07/1992,14/07/2011,5036306,504444,45.480268785554635,9.056862031759728,"(45.480268785554635, 9.056862031759728)",4,4
5519,Biossido di Azoto,µg/m³,516,Robecchetto,135,MI,Robecchetto con Induno,S,07/12/1992,01/01/2017,5040503,481768,45.51782219008838,8.766562109244964,"(45.51782219008838, 8.766562109244964)",4,4
10269,Ammoniaca,µg/m³,502,Milano - via Juvara,122,MI,Milano,S,28/03/2007,11/06/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)",4,4
6842,Biossido di Zolfo,µg/m³,659,Odolo,349,BS,Odolo,S,08/10/1990,20/07/2004,5055661,608260,45.64604963372525,10.38929530279196,"(45.64604963372525, 10.38929530279196)",6,6
5768,PM10,µg/m³,562,Mariano Comense,256,CO,Mariano Comense,S,01/01/1999,27/08/2003,5059472,514067,45.68865731381679,9.180657768638271,"(45.68865731381679, 9.180657768638271)",2,2
9915,Particelle sospese PM2.5,µg/m³,591,Seriate,256,BG,Seriate,S,28/11/2005,30/07/2018,5059449,555672,45.68635606439914,9.714947917631529,"(45.68635606439914, 9.714947917631529)",5,5
5794,Monossido di Carbonio,mg/m³,584,Bergamo - via Garibaldi,249,BG,Bergamo,N,16/06/1994,,5060449,551482,45.69568034432694,9.66124914606551,"(45.69568034432694, 9.66124914606551)",5,5
10547,Particelle sospese PM2.5,µg/m³,1269,Dalmine - via Verdi,207,BG,Dalmine,N,26/02/2010,,5055304,546847,45.64970251236247,9.601223338785262,"(45.64970251236247, 9.601223338785262)",5,5
6605,Particolato Totale Sospeso,µg/m³,590,Ponte S.Pietro,225,BG,Ponte San Pietro,S,18/09/1990,28/01/2000,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)",5,5
10584,Ozono,µg/m³,1274,Perledo,212,LC,Perledo,N,01/09/2010,,5095846,522171,46.01582830438376,9.286409208680807,"(46.01582830438376, 9.286409208680807)",10,10
5679,Biossido di Zolfo,µg/m³,562,Mariano Comense,256,CO,Mariano Comense,S,17/02/1991,05/06/2002,5059472,514067,45.68865731381679,9.180657768638271,"(45.68865731381679, 9.180657768638271)",2,2
10088,Biossido di Azoto,µg/m³,696,Monzambano - campo sportivo,88,MN,Monzambano,S,01/12/2006,01/01/2017,5027572,632338,45.38915354023782,10.690576265072083,"(45.38915354023782, 10.690576265072083)",9,9
5613,Biossido di Zolfo,µg/m³,536,Arese,157,MI,Arese,S,29/05/1991,22/10/2003,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)",4,4
10165,Ossidi di Azoto,µg/m³,703,Schivenoglia,NULL,MN,Schivenoglia,N,29/11/2006,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)",9,9
5695,Biossido di Zolfo,µg/m³,601,Montanaso,84,LO,Montanaso Lombardo,S,13/01/2000,11/04/2008,5020391,535459,45.33613100905199,9.45255388178171,"(45.33613100905199, 9.45255388178171)",11,11
10095,Ossidi di Azoto,µg/m³,697,Borgofranco - loc. Bonizzo,14,MN,Borgofranco sul Po,N,29/11/2006,,4990430,671752,45.04650153816735,11.18093581912755,"(45.04650153816735, 11.18093581912755)",9,9
5541,Biossido di Azoto,µg/m³,538,Settimo Milanese,132,MI,Settimo Milanese,S,27/05/1992,30/07/2018,5036306,504444,45.480268785554635,9.056862031759728,"(45.480268785554635, 9.056862031759728)",4,4
12664,Piombo,ng/m³,681,Moggio,1194,LC,Moggio,N,14/06/2008,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)",10,10
10036,Benzene,µg/m³,673,Voghera - via Pozzoni,90,PV,Voghera,N,28/07/2005,,4982900,500665,44.99954598914026,9.008437381815693,"(44.99954598914026, 9.008437381815693)",7,7
5508,Biossido di Azoto,µg/m³,505,Legnano,199,MI,Legnano,S,10/01/1990,30/07/2018,5049180,493668,45.596133932132915,8.91881399306327,"(45.596133932132915, 8.91881399306327)",4,4
12602,Arsenico,ng/m³,655,Darfo (aria),221,BS,Darfo Boario Terme,N,18/04/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)",6,6
6402,Ossidi di Azoto,µg/m³,552,Varese - Vidoletti,425,VA,Varese,N,23/12/1991,,5075945,484773,45.83690077655548,8.80392612667495,"(45.83690077655548, 8.80392612667495)",1,1
5787,Monossido di Carbonio,mg/m³,589,Nembro $,309,BG,Nembro,S,01/12/1994,14/03/2007,5065779,559162,45.743036830343144,9.760535572770022,"(45.743036830343144, 9.760535572770022)",5,5
5853,Monossido di Carbonio,mg/m³,560,Varese - via Copelli,383,VA,Varese,N,07/08/2003,,5073728,486035,45.816973233263674,8.820240707158211,"(45.816973233263674, 8.820240707158211)",1,1
6872,Biossido di Zolfo,µg/m³,663,Mantova - via Ariosto,18,MN,Mantova,N,01/01/2003,,5000669,641770,45.14526012578896,10.80332595007927,"(45.14526012578896, 10.80332595007927)",9,9
6634,Particolato Totale Sospeso,µg/m³,527,Castano Primo,175,MI,Castano Primo,S,19/02/1990,27/02/2007,5043625,482522,45.54594268367404,8.776104584370271,"(45.54594268367404, 8.776104584370271)",4,4
12668,Arsenico,ng/m³,703,Schivenoglia,NULL,MN,Schivenoglia,N,23/02/2008,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)",9,9
10103,PM10 (SM2005),µg/m³,697,Borgofranco - loc. Bonizzo,14,MN,Borgofranco sul Po,N,01/01/2007,,4990430,671752,45.04650153816735,11.18093581912755,"(45.04650153816735, 11.18093581912755)",9,9
5792,Monossido di Carbonio,mg/m³,594,Bergamo - via Goisis,290,BG,Bergamo,S,09/07/1996,30/07/2018,5062715,553620,45.715912469852206,9.688958745309764,"(45.715912469852206, 9.688958745309764)",5,5
10017,Ossidi di Azoto,µg/m³,685,Calusco d' Adda,273,BG,Calusco d'Adda,N,30/06/2006,,5059767,537706,45.69042907854514,9.484260927647789,"(45.69042907854514, 9.484260927647789)",5,5
10405,PM10 (SM2005),µg/m³,584,Bergamo - via Garibaldi,249,BG,Bergamo,N,19/12/2008,,5060449,551482,45.69568034432694,9.66124914606551,"(45.69568034432694, 9.66124914606551)",5,5
6705,Monossido di Carbonio,mg/m³,643,Pavia - p.zza Minerva,77,PV,Pavia,N,03/03/2002,,5003660,511522,45.18632908049483,9.146666041286784,"(45.18632908049483, 9.146666041286784)",7,7
5841,Monossido di Carbonio,mg/m³,503,Milano - P.zza  Zavattari,122,MI,Milano,S,05/04/1989,30/07/2018,5035847,511082,45.47606340509791,9.141786267186658,"(45.47606340509791, 9.141786267186658)",4,4
20157,Particelle sospese PM2.5,µg/m³,642,Pavia - via Folperti,77,PV,Pavia,N,20/11/2013,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)",7,7
12638,Arsenico,ng/m³,548,Milano - via Senato,118,MI,Milano,N,09/07/2008,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)",4,4
6587,Biossido di Zolfo,µg/m³,574,Lecco - Via Amendola,214,LC,Lecco,N,17/02/1991,,5077479,530713,45.850191194578535,9.395577066893223,"(45.850191194578535, 9.395577066893223)",10,10
17290,PM10 (SM2005),µg/m³,1374,Monza Parco,181,MB,Monza,N,15/02/2013,,5049780,521452,45.60123219955139,9.27507265782848,"(45.60123219955139, 9.27507265782848)",12,12
5562,Biossido di Azoto,µg/m³,559,Somma Lombardo - MXP,210,VA,Somma Lombardo,S,21/03/2000,30/07/2018,5055150,477613,45.649537127292405,8.71269145828479,"(45.649537127292405, 8.71269145828479)",1,1
6929,PM10 (SM2005),µg/m³,576,Merate,279,LC,Merate,N,01/01/2000,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)",10,10
10456,Particelle sospese PM2.5,µg/m³,1265,Lodi - S. Alberto,76,LO,Lodi,N,03/08/2009,,5016706,538829,45.302783503095775,9.495273696926324,"(45.302783503095775, 9.495273696926324)",11,11
5625,Biossido di Zolfo,µg/m³,502,Milano - via Juvara,122,MI,Milano,S,12/01/1968,18/07/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)",4,4
9923,Biossido di Zolfo,µg/m³,677,Cremona - Via Fatebenefratelli,43,CR,Cremona,N,14/04/2006,,4999315,582066,45.14254063221695,10.043836158369393,"(45.14254063221695, 10.043836158369393)",8,8
6838,Biossido di Zolfo,µg/m³,658,Manerbio - via Solferino,66,BS,Manerbio,S,27/08/1992,15/09/2003,5022465,589673,45.34995949312804,10.144752235947312,"(45.34995949312804, 10.144752235947312)",6,6
6290,Ossidi di Azoto,µg/m³,536,Arese,157,MI,Arese,S,22/10/1991,30/07/2018,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)",4,4
6198,Ossidi di Azoto,µg/m³,589,Nembro $,309,BG,Nembro,S,07/06/1991,14/03/2007,5065779,559162,45.743036830343144,9.760535572770022,"(45.743036830343144, 9.760535572770022)",5,5
5819,Monossido di Carbonio,mg/m³,544,Cormano,153,MI,Cormano,S,29/10/1994,31/12/2011,5044180,512693,45.551041944372415,9.162613653151322,"(45.551041944372415, 9.162613653151322)",4,4
12623,Benzo(a)pirene,ng/m³,542,Meda,222,MB,Meda,N,18/04/2008,,5056480,512203,45.66176219189168,9.156643984551597,"(45.66176219189168, 9.156643984551597)",12,12
5835,Monossido di Carbonio,mg/m³,504,Sesto S.Giovanni,139,MI,Sesto San Giovanni,N,29/04/1990,,5042386,518435,45.53476576509224,9.236107923411636,"(45.53476576509224, 9.236107923411636)",4,4
6820,Particolato Totale Sospeso,µg/m³,656,Gambara,47,BS,Gambara,S,16/02/1990,10/08/2004,5011493,601945,45.24954362474624,10.299119496064078,"(45.24954362474624, 10.299119496064078)",6,6
6270,Ossidi di Azoto,µg/m³,602,Melegnano,83,MI,Melegnano,S,13/01/2000,,5022361,525789,45.35428575070997,9.329243424113708,"(45.35428575070997, 9.329243424113708)",4,4
6919,PM10 (SM2005),µg/m³,561,Como - viale Cattaneo,202,CO,Como,N,04/01/2000,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)",2,2
10081,Ozono,µg/m³,695,Ponti sul Mincio,113,MN,Ponti sul Mincio,N,06/02/2007,,5030184,631718,45.41277169168634,10.683357343786835,"(45.41277169168634, 10.683357343786835)",9,9
