STATEFP,PUMA5CE,PUMA NAME
1,100,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties"
1,200,Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)
1,301,Huntsville (North) & Madison (East) Cities
1,302,Huntsville City (Central & South)
1,400,DeKalb & Jackson Counties
1,500,Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)
1,600,Morgan & Lawrence Counties--Decatur City
1,700,Cullman & Winston Counties
1,800,St. Clair & Blount Counties
1,900,Etowah County
1,1000,"Talladega, Cherokee, Randolph, Cleburne & Clay Counties"
1,1100,Calhoun County
1,1200,Shelby County
1,1301,Birmingham City (West)
1,1302,Birmingham City (East)
1,1303,"Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities"
1,1304,"Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities"
1,1305,"Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities"
1,1400,"Walker, Marion (South & West), Fayette & Lamar Counties"
1,1500,Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)
1,1600,Tuscaloosa & Northport (Southeast) Cities
1,1700,"Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties"
1,1800,"Chilton, Tallapoosa, Chambers & Coosa Counties"
1,1900,Lee County--Auburn City
1,2000,Montgomery City & Pike Road Town (North)
1,2100,"Elmore, Autauga, Montgomery (Outer) & Lowndes Counties"
1,2200,Southwest Alabama
1,2300,"Coffee, Covington, Butler & Crenshaw Counties"
1,2400,"Russell, Pike, Barbour, Macon & Bullock Counties"
1,2500,"Houston, Dale, Geneva & Henry Counties--Dothan City"
1,2600,Baldwin County
1,2701,Mobile City (East)
1,2702,Mobile City (West)
1,2703,"Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City"
2,101,Anchorage Municipality (North)
2,102,Anchorage Municipality (South)
2,200,Matanuska-Susitna & Kenai Peninsula Boroughs
2,300,"Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska"
2,400,Subsistence Alaska
4,100,Maricopa County--Gilbert (South) & Queen Creek Towns
4,101,Maricopa County--Mesa City (East)
4,102,Maricopa County--Mesa City (North Central)
4,103,Maricopa County--Mesa City (West)
4,104,Maricopa County--Mesa City (South Central)
4,105,Maricopa County--Gilbert Town (North)
4,106,Maricopa County--Chandler City (Northeast)
4,107,Maricopa County--Chandler City (South)
4,108,Maricopa County--Tempe (South) & Chandler (Northwest) Cities
4,109,Maricopa County--Tempe City (North)
4,110,Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town
4,111,Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town
4,112,"Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek"
4,113,Phoenix City (Northeast)
4,114,Phoenix City (Northeast Central)
4,115,Phoenix City (Northwest Central)
4,116,Phoenix City (Uptown)
4,117,Phoenix City (East)
4,118,Phoenix City--Downtown & Sky Harbor International Airport
4,119,Phoenix City (South)
4,120,Phoenix City--Ahwatukee & South Mountain
4,121,Phoenix (Southwest) & Tolleson Cities
4,122,Phoenix City--Maryvale (East)
4,123,Phoenix City--Maryvale (West)
4,124,Maricopa County--Glendale City (South)
4,125,Phoenix City (West)
4,126,Maricopa County--Glendale City (North)
4,127,Maricopa County--Peoria City (South & Central)
4,128,Phoenix City (North)
4,129,Phoenix (Far North) & Peoria (Northwest) Cities
4,130,Maricopa County--El Mirage City & Sun City
4,131,Maricopa County--Surprise City (Central)
4,132,"Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities"
4,133,Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities
4,134,Maricopa County (West) & Gila River Indian Community (Northwest)
4,201,Pima County (West)
4,202,Tucson (West) & Marana Cities
4,203,Pima County (North Central)--Oro Valley Town
4,204,Pima County (Northeast)
4,205,Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town
4,206,Tucson City (Northeast)
4,207,Tucson City (Northwest)
4,208,Tucson City (South)
4,209,Tucson City (Southeast)
4,300,Navajo & Apache Counties
4,400,Coconino County--Flagstaff City
4,500,Yavapai County
4,600,Mohave & La Paz Counties--Lake Havasu City
4,700,Yuma County--Yuma City
4,800,"Gila, Graham, Greenlee & Pinal (East) Counties"
4,803,Pinal County (North)--Apache Junction City
4,805,"Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities"
4,807,"Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities"
4,900,Cochise & Santa Cruz Counties--Sierra Vista City
5,100,Benton County
5,200,Washington County
5,300,"Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties"
5,400,"Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties"
5,500,"Craighead (West), Greene, Randolph, Lawrence & Clay Counties"
5,600,"Crittenden, Mississippi & Craighead (East) Counties"
5,700,"St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties"
5,800,"White, Jackson, Prairie & Woodruff Counties"
5,900,"Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities"
5,1000,Pulaski County (Central)--Little Rock City
5,1100,Faulkner & Lonoke Counties
5,1200,Saline County
5,1300,"Pope, Johnson, Yell, Conway & Perry Counties"
5,1400,Sebastian & Crawford Counties
5,1500,"Logan, Polk, Franklin, Sevier, Howard & Scott Counties"
5,1600,"Garland, Hot Spring, Clark & Montgomery Counties"
5,1700,"Jefferson, Grant & Arkansas (Northwest) Counties"
5,1800,Southeast Arkansas
5,1900,South Central Arkansas
5,2000,Southwest Arkansas
6,101,Alameda County (North)--Berkeley & Albany Cities
6,102,Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities
6,103,Alameda County (Northeast)--Oakland (East) & Piedmont Cities
6,104,Alameda County (North Central)--Oakland City (South Central)
6,105,"Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities"
6,106,"Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland"
6,107,Alameda County (Central)--Hayward City
6,108,"Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities"
6,109,Alameda County (South Central)--Fremont City (East)
6,110,"Alameda County (East)--Livermore, Pleasanton & Dublin Cities"
6,300,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties"
6,701,Butte County (Northwest)--Chico City
6,702,Butte County (Southeast)--Oroville City & Paradise Town
6,1100,"Colusa, Glenn, Tehama & Trinity Counties"
6,1301,Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities
6,1302,"Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites"
6,1303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities"
6,1304,"Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town"
6,1305,Contra Costa County (South)--San Ramon City & Danville Town
6,1306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities"
6,1307,Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities
6,1308,Contra Costa County (Northeast)--Antioch City
6,1309,Contra Costa County (East)--Brentwood & Oakley Cities
6,1500,"Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties"
6,1700,El Dorado County--El Dorado Hills
6,1901,"Fresno County (West)--Selma, Kerman & Coalinga Cities"
6,1902,Fresno County (North Central)--Fresno City (North)
6,1903,Fresno County (Central)--Fresno City (East Central)
6,1904,Fresno County (Central)--Fresno City (Southwest)
6,1905,Fresno County (Central)--Fresno City (Southeast)
6,1906,Fresno County (Central)--Clovis City
6,1907,"Fresno County (East)--Sanger, Reedley & Parlier Cities"
6,2300,Humboldt County
6,2500,Imperial County--El Centro City
6,2901,"Kern County (West)--Delano, Wasco & Shafter Cities"
6,2902,Kern County (Central)--Bakersfield City (West)
6,2903,Kern County (Central)--Bakersfield City (Northeast)
6,2904,Kern County (Central)--Bakersfield City (Southeast)
6,2905,"Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities"
6,3100,Kings County--Hanford City
6,3300,Lake & Mendocino Counties
6,3701,Los Angeles County (North/Unincorporated)--Castaic
6,3702,Los Angeles County (Northwest)--Santa Clarita City
6,3703,Los Angeles County (North Central)--Lancaster City
6,3704,Los Angeles County (North Central)--Palmdale City
6,3705,Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)
6,3706,Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)
6,3707,Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities
6,3708,"Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)"
6,3709,Los Angeles County (Central)--San Gabriel Valley Region (North)
6,3710,"Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities"
6,3711,"Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities"
6,3712,Los Angeles County (East Central)--Pomona City
6,3713,Los Angeles County (East Central)--Covina & Walnut Cities
6,3714,"Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights"
6,3715,Los Angeles County (East Central)--West Covina City
6,3716,Los Angeles County (East Central)--La Puente & Industry Cities
6,3717,"Los Angeles County (East Central)--Arcadia, San Gabriel & Temple City Cities"
6,3718,Los Angeles County (Central)--Pasadena City
6,3719,Los Angeles County (Central)--Glendale City
6,3720,Los Angeles County (Central)--Burbank City
6,3721,Los Angeles County (North)--LA City (Northeast/North Hollywood & Valley Village)
6,3722,Los Angeles County (Northwest)--LA City (North Central/Van Nuys & North Sherman Oaks)
6,3723,Los Angeles County (North)--LA City (North Central/Mission Hills & Panorama City)
6,3724,Los Angeles County (Northwest)--LA City (Northwest/Encino & Tarzana)
6,3725,"Los Angeles County--LA City (Northwest/Canoga Park, Winnetka & Woodland Hills)"
6,3726,"Los Angeles County--Calabasas, Agoura Hills, Malibu & Westlake Village Cities"
6,3727,Los Angeles County (Central)--LA City (Central/Pacific Palisades)
6,3728,Los Angeles County (Southwest)--Santa Monica City
6,3729,Los Angeles County (West Central)--LA City (West Central/Westwood & West Los Angeles)
6,3730,Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire)
6,3731,Los Angeles County (Central)--West Hollywood & Beverly Hills Cities
6,3732,Los Angeles County (Central)--LA City (East Central/Hollywood)
6,3733,Los Angeles County (Central)--LA City (Central/Koreatown)
6,3734,"Los Angeles County--LA City (East Central/Silver Lake, Echo Park & Westlake)"
6,3735,"Los Angeles County--LA City (Mount Washington, Highland Park & Glassell Park)"
6,3736,Los Angeles County (Central)--Alhambra & South Pasadena Cities
6,3737,Los Angeles County (Central)--Monterey Park & Rosemead Cities
6,3738,Los Angeles County (Central)--El Monte & South El Monte Cities
6,3739,Los Angeles County (Southeast)--Whittier City & Hacienda Heights
6,3740,Los Angeles County (Central)--Pico Rivera & Montebello Cities
6,3741,"Los Angeles County (Central)--Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
6,3742,"Los Angeles County (Central)--Huntington Park City, Florence-Graham & Walnut Park"
6,3743,Los Angeles County (Central)--East Los Angeles
6,3744,Los Angeles County (Central)--LA City (East Central/Central City & Boyle Heights)
6,3745,Los Angeles County (Central)--LA City (Southeast/East Vernon)
6,3746,Los Angeles County--LA City (Central/Univ. of Southern California & Exposition Park)
6,3747,Los Angeles County (Central)--LA City (Central/West Adams & Baldwin Hills)
6,3748,Los Angeles County--LA (Southwest/Marina del Rey & Westchester) & Culver City Cities
6,3749,Los Angeles County (Central)--Inglewood City
6,3750,Los Angeles County (South Central)--LA City (South Central/Westmont)
6,3751,Los Angeles County (South Central)--LA City (South Central/Watts)
6,3752,Los Angeles County (South)--South Gate & Lynwood Cities
6,3753,Los Angeles County (South)--Downey City
6,3754,Los Angeles County (Southeast)--La Mirada & Santa Fe Springs Cities
6,3755,Los Angeles County (Southeast)--Norwalk City
6,3756,Los Angeles County (Southeast)--Bellflower & Paramount Cities
6,3757,Los Angeles County (South Central)--Compton City & West Rancho Dominguez
6,3758,"Los Angeles County (South Central)--Gardena, Lawndale Cities & West Athens"
6,3759,Los Angeles County (South Central)--Hawthorne City
6,3760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities"
6,3761,Los Angeles County (South Central)--Torrance City
6,3762,Los Angeles County (South Central)--Carson City
6,3763,Los Angeles County (South Central)--Long Beach City (North)
6,3764,"Los Angeles County (South)--Lakewood, Cerritos, Artesia & Hawaiian Gardens Cities"
6,3765,Los Angeles County (Southeast)--Long Beach City (East)
6,3766,Los Angeles County (South)--Long Beach City (Southwest & Port)
6,3767,Los Angeles County (South)--LA City (South/San Pedro)
6,3768,Los Angeles County (Southwest)--Palos Verdes Peninsula
6,3769,Los Angeles County (Southeast)--Long Beach (Central) & Signal Hill Cities
6,3900,Madera County--Madera City
6,4101,Marin County (North & West)--Novato & San Rafael (North) Cities
6,4102,"Marin County (Southeast)--San Rafael (South), Mill Valley & Sausalito Cities"
6,4701,Merced County (West & South)--Los Banos & Livingston Cities
6,4702,Merced County (Northeast)--Merced & Atwater Cities
6,5301,"Monterey County (North Central)--Seaside, Monterey, Marina & Pacific Grove Cities"
6,5302,Monterey County (Northeast)--Salinas City
6,5303,Monterey (South & East) & San Benito Counties
6,5500,Napa County--Napa City
6,5700,Nevada & Sierra Counties
6,5901,"Orange County (Southwest)--San Clemente, Laguna Niguel & San Juan Capistrano Cities"
6,5902,Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities
6,5903,"Orange County (West Central)--Newport Beach, Aliso Viejo & Laguna Hills Cities"
6,5904,Orange County (Central)--Irvine City (Central)
6,5905,"Orange County (Northeast)--Lake Forest, Irvine (North) Cities & Silverado"
6,5906,"Orange County (North)--Yorba Linda, La Habra & Brea Cities"
6,5907,Orange County (North Central)--Fullerton & Placentia Cities
6,5908,"Orange County (Northwest)--Buena Park, Cypress & Seal Beach Cities"
6,5909,Orange County (North Central)--Anaheim City (West)
6,5910,Orange County (North Central)--Anaheim City (East)
6,5911,Orange County (Central)--Orange & Villa Park Cities
6,5912,"Orange County (Northwest)--Westminster, Stanton & Garden Grove (West) Cities"
6,5913,Orange County (Northwest)--Garden Grove City (East)
6,5914,Orange County (Northwest)--Huntington Beach City
6,5915,Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch
6,5916,Orange County (Central)--Santa Ana City (West)
6,5917,Orange County (Central)--Santa Ana City (East)
6,5918,Orange County (Central)--Costa Mesa & Fountain Valley Cities
6,6101,Placer County (Southwest)--Roseville City
6,6102,"Placer County (Central)--Rocklin, Lincoln Cities & Loomis Town"
6,6103,Placer County (East/High Country Region)--Auburn & Colfax Cities
6,6501,"Riverside County (East)--Indio, Coachella, Blythe & La Quinta (East) Cities"
6,6502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities"
6,6503,Riverside County (Southwest)--Temecula City
6,6504,Riverside County (Southwest)--Murrieta & Wildomar Cities
6,6505,"Riverside County (Southwest)--Menifee, Lake Elsinore & Canyon Lake Cities"
6,6506,Riverside County (Southwest)--Hemet City & East Hemet
6,6507,"Riverside County (North Central)--San Jacinto, Beaumont, Banning & Calimesa Cities"
6,6508,Riverside County (Northwest)--Moreno Valley City
6,6509,"Riverside County (West Central)--Perris City, Temescal Valley & Mead Valley"
6,6510,Riverside County (Northwest)--Riverside City (East)
6,6511,Riverside County (Northwest)--Riverside City (West)
6,6512,"Riverside County (West Central)--Corona City (South), Woodcrest & Home Gardens"
6,6513,Riverside County (West Central)--Corona (Northwest) & Norco Cities
6,6514,Riverside County (Northwest)--Jurupa Valley & Eastvale Cities
6,6515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities"
6,6701,Sacramento County (North Central)--Citrus Heights City
6,6702,Sacramento County (Central)--Rancho Cordova City
6,6703,"Sacramento County (North Central)--Arden-Arcade, Carmichael & Fair Oaks (West)"
6,6704,"Sacramento County (North Central)--North Highlands, Foothill Farms & McClellan Park"
6,6705,Sacramento County (Northwest)--Sacramento City (Northwest/Natomas)
6,6706,"Sacramento County (North)--Sacramento City (North), Antelope & Rio Linda"
6,6707,Sacramento County (West)--Sacramento City (Central/Downtown & Midtown)
6,6708,"Sacramento County--Sacramento City (Southeast/Fruitridge, Avondale & Depot Park)"
6,6709,"Sacramento County--Sacramento City (Southwest/Pocket, Meadowview & North Laguna)"
6,6710,Sacramento County (Central)--Elk Grove City
6,6711,"Sacramento County (South)--Galt, Isleton Cities & Delta Region"
6,6712,"Sacramento County (Northeast)--Folsom City, Orangevale & Fair Oaks (East)"
6,7101,San Bernardino County (Northeast)--Twentynine Palms & Barstow Cities
6,7102,San Bernardino County (West Central)--Victorville & Adelanto Cities
6,7103,San Bernardino County (West Central)--Hesperia City & Apple Valley Town
6,7104,"San Bernardino County (Southwest)--Phelan, Lake Arrowhead & Big Bear City"
6,7105,San Bernardino County (Southwest)--Redlands & Yucaipa Cities
6,7106,"San Bernardino County (Southwest)--Colton, Loma Linda & Grand Terrace Cities"
6,7107,San Bernardino County (Southwest)--San Bernardino City (East)
6,7108,San Bernardino County (Southwest)--San Bernardino City (West)
6,7109,San Bernardino County (Southwest)--Rialto City
6,7110,San Bernardino County (Southwest)--Fontana City (East)
6,7111,San Bernardino County (Southwest)--Rancho Cucamonga City
6,7112,San Bernardino County (Southwest)--Upland & Montclair Cities
6,7113,San Bernardino County (Southwest)--Ontario City
6,7114,San Bernardino County (Southwest)--Chino & Chino Hills Cities
6,7115,San Bernardino County (Southwest)--Fontana City (West)
6,7301,San Diego County (Northwest)--Oceanside City & Camp Pendleton
6,7302,"San Diego County (North & East)--Fallbrook, Alpine & Valley Center"
6,7303,San Diego County (Northwest)--Vista City
6,7304,San Diego County (Northwest)--Carlsbad City
6,7305,San Diego County (Northwest)--San Marcos & Escondido (West) Cities
6,7306,San Diego County (Northwest)--Escondido City (East)
6,7307,"San Diego County (Central)--Lakeside, Winter Gardens & Ramona"
6,7308,San Diego County (Central)--San Diego (Northeast/Rancho Bernardo) & Poway Cities
6,7309,San Diego County (West)--San Diego (Northwest/San Dieguito) & Encinitas Cities
6,7310,San Diego County (West)--San Diego City (Southwest/Central Coastal)
6,7311,San Diego County (West Central)--San Diego City (Northwest/Del Mar Mesa)
6,7312,San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights)
6,7313,San Diego County (Central)--El Cajon & Santee Cities
6,7314,San Diego County (Central)--San Diego (East Central/Navajo) & La Mesa Cities
6,7315,San Diego County (West Central)--San Diego City (Central/Clairemont & Kearny Mesa)
6,7316,San Diego County (South Central)--San Diego City (Central/Centre City & Balboa Park)
6,7317,San Diego County (South Central)--San Diego City (Central/Mid-City)
6,7318,San Diego County (South)--San Diego City (Southeast/Encanto & Skyline)
6,7319,"San Diego County (South Central)--Lemon Grove City, La Presa & Spring Valley"
6,7320,San Diego County (Southwest)--Sweetwater Region--Chula Vista City (East)
6,7321,San Diego County (Southwest)--Chula Vista (West) & National City Cities
6,7322,San Diego County (South)--San Diego City (South/Otay Mesa & South Bay)
6,7501,San Francisco County (North & West)--Richmond District
6,7502,San Francisco County (North & East)--North Beach & Chinatown
6,7503,San Francisco County (Central)--South of Market & Potrero
6,7504,San Francisco County (Central)--Inner Mission & Castro
6,7505,San Francisco County (Central)--Sunset District (North)
6,7506,San Francisco County (South Central)--Sunset District (South)
6,7507,San Francisco County (South Central)--Bayview & Hunters Point
6,7701,San Joaquin County (Central)--Stockton City (North)
6,7702,San Joaquin County (Central)--Stockton City (South)
6,7703,"San Joaquin County (South)--Tracy, Manteca & Lathrop Cities"
6,7704,"San Joaquin County (North)--Lodi, Ripon & Escalon Cities"
6,7901,San Luis Obispo County (West)--Coastal Region
6,7902,San Luis Obispo County (East)--Inland Region
6,8101,"San Mateo County (North Central)--Daly City, Pacifica Cities & Colma Town"
6,8102,"San Mateo County (North Central)--South San Francisco, San Bruno & Brisbane Cities"
6,8103,"San Mateo County (Central)--San Mateo (North), Burlingame & Millbrae Cities"
6,8104,San Mateo County (South & West)--San Mateo (South) & Half Moon Bay Cities
6,8105,"San Mateo County (East Central)--Redwood City, San Carlos & Belmont Cities"
6,8106,"San Mateo County (Southeast)--Menlo Park, East Palo Alto Cities & Atherton Town"
6,8301,Santa Barbara County (Northwest)--Santa Maria City & Orcutt
6,8302,"Santa Barbara County (North)--Lompoc, Guadalupe, Solvang & Buellton Cities"
6,8303,Santa Barbara County--South Coast Region
6,8501,"Santa Clara County (Northwest)--Mountain View, Palo Alto & Los Altos Cities"
6,8502,Santa Clara County (Northwest)--Sunnyvale & San Jose (North) Cities
6,8503,Santa Clara County (Northwest)--San Jose (Northwest) & Santa Clara Cities
6,8504,Santa Clara County (North Central)--Milpitas & San Jose (Northeast) Cities
6,8505,Santa Clara County (North Central)--San Jose City (East Central) & Alum Rock
6,8506,"Santa Clara County (East)--Gilroy, Morgan Hill & San Jose (South) Cities"
6,8507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town"
6,8508,Santa Clara County (Central)--San Jose (West Central) & Campbell Cities
6,8509,Santa Clara County (Central)--San Jose City (Northwest)
6,8510,Santa Clara County (Central)--San Jose City (Central)
6,8511,Santa Clara County (Central)--San Jose City (South Central/Branham) & Cambrian Park
6,8512,Santa Clara County (Central)--San Jose City (Southwest/Almaden Valley)
6,8513,Santa Clara County (Central)--San Jose City (Southeast/Evergreen)
6,8514,Santa Clara County (Central)--San Jose City (East Central/East Valley)
6,8701,Santa Cruz County (North)--Watsonville & Scotts Valley Cities
6,8702,Santa Cruz County (South & Coastal)--Santa Cruz City
6,8900,Shasta County--Redding City
6,9501,Solano County (Southwest)--Vallejo & Benicia Cities
6,9502,Solano County (Central)--Fairfield & Suisun City Cities
6,9503,Solano County (Northeast)--Vacaville & Dixon Cities
6,9701,"Sonoma County (North)--Windsor Town, Healdsburg & Sonoma Cities"
6,9702,"Sonoma County (South)--Petaluma, Rohnert Park & Cotati Cities"
6,9703,Sonoma County (Central)--Santa Rosa City
6,9901,"Stanislaus County (Southwest)--Ceres, Patterson & Newman Cities"
6,9902,Stanislaus County (Central)--Modesto City (West)
6,9903,"Stanislaus County (Northeast)--Turlock, Riverbank, Oakdale & Waterford Cities"
6,9904,Stanislaus County (Central)--Modesto City (East)
6,10100,Sutter & Yuba Counties--Yuba City
6,10701,Tulare County (Northwest)--Visalia City
6,10702,Tulare County (West Central)--Tulare & Porterville Cities
6,10703,"Tulare County (Outside Visalia, Tulare & Porterville Cities)"
6,11101,Ventura County (Southeast)--Simi Valley City
6,11102,Ventura County (Southeast)--Thousand Oaks City
6,11103,Ventura County (Southwest)--Oxnard & Port Hueneme Cities
6,11104,Ventura County (Southwest)--San Buenaventura (Ventura) City
6,11105,"Ventura County (North)--Santa Paula, Fillmore & Ojai Cities"
6,11106,Ventura County (South Central)--Camarillo & Moorpark Cities
6,11300,"Yolo County--Davis, Woodland & West Sacramento Cities"
8,100,Northeast Colorado--Eastern Plains Region
8,102,Larimer County (South)--Loveland City
8,103,Larimer County (North)--Fort Collins City
8,200,"Northwest Colorado--Garfield, Routt, Moffat & Rio Blanco Counties"
8,300,"Weld County (South Central)--Greeley, Windsor & Evans Cities"
8,400,"Eagle, Summit, Grand & Jackson Counties"
8,600,"Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties"
8,700,Pueblo County (North)--Pueblo City & Pueblo West
8,800,Southeast Colorado
8,801,"DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties"
8,802,Boulder (Northeast) & Weld (Southwest) Counties--Longmont City & Erie Town
8,803,Boulder County (Central)--Boulder City
8,804,"Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties"
8,805,Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities
8,806,Adams County (West Central)--Thornton & Federal Heights Cities
8,807,Adams County (West Central)--Commerce City & Brighton Cities
8,808,Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities
8,809,Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)
8,810,Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)
8,811,Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities
8,812,Denver City (Northeast)
8,813,Denver City (Northwest)
8,814,Denver City (South Central)
8,815,Denver City (Southeast)
8,816,Denver City (Southwest)
8,817,Jefferson County (Northeast)--Arvada City
8,818,"Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities"
8,819,Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge
8,820,"Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine"
8,821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park
8,822,Douglas County (South)--Castle Rock Town
8,823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery
8,824,DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)
8,900,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties"
8,1001,Mesa County (Central)--Greater Grand Junction & Fruita Cities
8,1002,"Mesa (Outside Grand Junction City), Montrose, Delta, San Miguel & Ouray Counties"
8,4101,El Paso (Outside Colorado Springs City) & Teller Counties--Fountain City
8,4102,El Paso County (West Central)--Colorado Springs City (West)
8,4103,El Paso County (Central)--Colorado Springs City (Central)
8,4104,El Paso County (Central)--Colorado Springs City (East) & Cimarron Hills
8,4105,El Paso County (Central)--Colorado Springs City (South) & Security-Widefield
8,4106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town
9,100,"Danbury, Ridgefield, Bethel, Brookfield, New Fairfield, Redding & Sherman Towns"
9,101,"Fairfield, New Canaan, Wilton, Weston & Easton Towns"
9,102,Stamford & Greenwich Towns
9,103,"Norwalk, Westport & Darien Towns"
9,104,Bridgeport Town
9,105,"Stratford, Shelton, Trumbull, Newtown & Monroe Towns"
9,300,Hartford County (North)
9,301,Manchester & East Hartford Towns
9,302,Hartford Town
9,303,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns"
9,304,"Bristol, Southington & Burlington Towns"
9,305,"New Britain, Berlin & Plainville Towns"
9,306,"Glastonbury, Newington, Wethersfield, Rocky Hill & Marlborough Towns"
9,500,Litchfield County
9,700,Middlesex County
9,900,New Haven County (Northwest)
9,901,Waterbury Town
9,902,"Meriden, Wallingford & North Haven Towns"
9,903,"Hamden, Ansonia, Seymour, Derby, Woodbridge & Bethany Towns"
9,904,"West Haven, Milford & Orange Towns"
9,905,New Haven Town
9,906,"East Haven, Branford, Guilford, Madison & North Branford Towns"
9,1100,New London County (North)
9,1101,New London County (South)
9,1300,Tolland County
9,1500,Windham County
10,101,New Castle County (East Central)--Wilmington City
10,102,New Castle County (North)--Hockessin
10,103,New Castle County (West Central)--Newark City & Brookside
10,104,"New Castle County (South)--Middletown Town, Bear & Glasgow"
10,200,Kent County--Dover City
10,300,Sussex County
11,101,District of Columbia (West)
11,102,District of Columbia (North)
11,103,District of Columbia (Northeast)
11,104,District of Columbia (East)
11,105,District of Columbia (Central)
12,101,Alachua County (Central)--Gainesville City (Central)
12,102,Alachua County (Outer)
12,500,"Walton, Washington, Holmes & Bay Counties"
12,901,"Brevard County (Northwest)--Titusville, Rockledge & Cocoa Cities"
12,902,Brevard County (East)--Beaches & Merritt Island
12,903,Brevard County (Southwest)--Melbourne & West Melbourne Cities
12,904,"Brevard County (Southeast)--Palm Bay City, Grant-Valkaria & Malabar Towns"
12,1101,Broward County (West)--Coral Springs & Parkland Cities
12,1102,Broward County (North Central)--Margate & Coconut Creek Cities
12,1103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities"
