STATEFP,PUMA5CE,PUMA NAME
55,55101,"Barron, Polk, Clark & Chippewa (North) Counties"
55,55102,St. Croix & Dunn Counties
55,55103,Eau Claire & Chippewa (South) Counties
55,70101,Waukesha County (West)
55,70201,Waukesha County (East)
55,70301,Waukesha County (Central)
56,100,"Sheridan, Park, Teton, Lincoln & Big Horn Counties"
56,200,"Campbell, Goshen, Platte, Johnson, Washakie, Weston, Crook & Niobrara Counties"
56,300,Laramie & Albany Counties
56,400,"Natrona, Carbon & Converse Counties"
56,500,"Sweetwater, Fremont, Uinta, Sublette & Hot Springs Counties--Wind River Reservation"
66,100,Guam
72,101,"San Sebasti�n, Aguada, Moca, A�asco & Rinc�n Municipios--Carr 2-Carr 111"
72,102,"Aguadilla, Isabela & Quebradillas Municipios--Carr 2 (Noroeste)"
72,201,"Cabo Rojo, San Germ�n, Lajas & Sabana Grande Municipios--Carr 2-Carr 100"
72,202,"Mayag�ez, Hormigueros, Las Mar�as & Maricao Municipios--Carr 2 (Suroeste)"
72,301,"Arecibo, Barceloneta & Florida Municipios--Carr 2 (Norte)"
72,302,"Hatillo, Camuy, Utuado & Lares Municipios--Carr 2-Carr 129"
72,401,"Yauco, Pe�uelas, Guayanilla, Adjuntas & Gu�nica Municipios--Carr 2 (Sur)"
72,402,Ponce & Jayuya Municipios
72,403,"Juana D�az, Coamo, Villalba & Santa Isabel Municipios--Carr 52-Carr 150"
72,501,"Vega Baja, Manat�, Morovis & Ciales Municipios--Carr 137-Carr 149"
72,502,Toa Baja & Dorado Municipios
72,503,Toa Alta & Vega Alta Municipios
72,601,"Corozal, Naranjito, Barranquitas, Orocovis & Comer�o Municipios--Carr 156-Carr 164"
72,602,"Cayey, Cidra, Aguas Buenas & Aibonito Municipios--Carr 14-Carr 173"
72,701,"Guayama, Salinas, Arroyo, Patillas & Maunabo Municipios--Carr 3 (Sureste)"
72,801,Bayam�n Municipio (Este)
72,802,Bayam�n Municipio (OEste)
72,803,Guaynabo & Cata�o Municipios
72,804,San Juan Municipio (Noroeste)
72,805,San Juan Municipio (Este)
72,806,San Juan Municipio (Sur)
72,901,Carolina Municipio (Norte)
72,902,"Trujillo Alto, Can�vanas, Lo�za & Carolina (Sur) Municipios--Carr 852-Carr 185"
72,1001,Caguas Municipio
72,1002,"Gurabo, San Lorenzo, Juncos & Las Piedras Municipios--Carr 30"
72,1101,"R�o Grande, Fajardo, Luquillo, Ceiba, Vieques & Culebra Municipios--Carr 3 (Noreste)"
72,1102,"Humacao, Yabucoa & Naguabo Municipios--Carr 53"
78,100,U.S. Virgin Islands
