Subject,ZCTA5 10472,,,ZCTA5 11428,,,ZCTA5 11432,,,ZCTA5 11226,,,ZCTA5 11416,,,ZCTA5 10452,,,ZCTA5 11436,,,ZCTA5 11208,,,ZCTA5 10031,,,ZCTA5 11433,,,ZCTA5 11203,,,ZCTA5 11236,,,ZCTA5 11377,,,ZCTA5 10468,,,ZCTA5 11421,,,ZCTA5 11691,,,ZCTA5 11237,,,ZCTA5 11219,,,ZCTA5 11411,,,ZCTA5 11232,,,ZCTA5 11429,,,ZCTA5 11373,,,ZCTA5 11372,,,ZCTA5 11369,,,ZCTA5 11368,,
,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct,Number,MOE,Pct
S1. HOUSEHOLDS BY TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Total households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Now married, except separated",17313,+/- 815,32.6,8753,+/- 407,54.9,24039,+/- 851,46.9,25369,+/- 957,31.1,10819,+/- 461,49.5,16868,+/- 909,29.1,6147,+/- 379,37.6,26282,+/- 986,34.6,14154,+/- 973,27.2,9198,+/- 627,31.2,21856,+/- 877,35.1,29253,+/- 878,35.7,32401,+/- 1153,43.8,20107,+/- 1066,33.3,15849,+/- 613,47.1,18432,+/- 995,37.5,11258,+/- 692,27.8,36658,+/- 950,59.5,6865,+/- 298,38.8,9297,+/- 578,41.3,8568,+/- 477,37,38029,+/- 1287,48.5,21229,+/- 1149,40.7,11966,+/- 551,42.7,34449,+/- 1351,40
  Separated,2724,+/- 419,5.1,269,+/- 94,1.7,839,+/- 171,1.6,3374,+/- 400,4.1,388,+/- 102,1.8,3363,+/- 456,5.8,532,+/- 110,3.3,2515,+/- 310,3.3,2527,+/- 493,4.9,1218,+/- 283,4.1,2685,+/- 303,4.3,2954,+/- 290,3.6,1418,+/- 292,1.9,3857,+/- 475,6.4,811,+/- 155,2.4,2145,+/- 427,4.4,1586,+/- 263,3.9,904,+/- 178,1.5,664,+/- 144,3.7,743,+/- 217,3.3,575,+/- 139,2.5,2352,+/- 463,3,1571,+/- 367,3,814,+/- 179,2.9,3507,+/- 591,4.1
  Widowed,2536,+/- 353,4.8,811,+/- 120,5.1,2910,+/- 386,5.7,4105,+/- 402,5,1107,+/- 178,5.1,2413,+/- 367,4.2,1181,+/- 177,7.2,3465,+/- 381,4.6,1894,+/- 346,3.6,1626,+/- 244,5.5,3924,+/- 304,6.3,4455,+/- 366,5.4,4406,+/- 484,6,2554,+/- 338,4.2,1613,+/- 201,4.8,2995,+/- 384,6.1,1069,+/- 204,2.6,3537,+/- 399,5.7,1375,+/- 170,7.8,738,+/- 191,3.3,1067,+/- 193,4.6,4280,+/- 424,5.5,2602,+/- 373,5,1691,+/- 235,6,3650,+/- 468,4.2
"  Divorced, and not currently married",4609,+/- 454,8.7,802,+/- 159,5,3308,+/- 423,6.5,6229,+/- 520,7.6,1543,+/- 202,7.1,5392,+/- 565,9.3,1255,+/- 190,7.7,4849,+/- 434,6.4,4482,+/- 624,8.6,1943,+/- 283,6.6,5974,+/- 445,9.6,7364,+/- 447,9,4778,+/- 462,6.5,5474,+/- 536,9.1,2603,+/- 341,7.7,4349,+/- 571,8.8,2334,+/- 391,5.8,2770,+/- 375,4.5,1817,+/- 205,10.3,1523,+/- 243,6.8,1626,+/- 252,7,5258,+/- 559,6.7,5233,+/- 623,10,1947,+/- 267,7,6468,+/- 729,7.5
S5. FERTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Women 15 to 50 years old who gave birth in the past 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Women 15 to 50 years old,18006,+/- 932,,4683,+/- 403,,17032,+/- 921,,29146,+/- 1160,,7101,+/- 415,,21355,+/- 883,,5129,+/- 349,,27884,+/- 825,,16987,+/- 1099,,10112,+/- 676,,19253,+/- 879,,26952,+/- 1031,,21423,+/- 1089,,21282,+/- 952,,10242,+/- 530,,17170,+/- 1118,,14778,+/- 817,,19753,+/- 844,,4874,+/- 353,,7668,+/- 487,,6784,+/- 497,,23408,+/- 1249,,15592,+/- 1183,,8469,+/- 547,,27464,+/- 1208,
Unmarried women 15 to 50 years old,11991,+/- 1254,66.6,2488,+/- 505,53.1,9773,+/- 1279,57.4,20781,+/- 1554,71.3,3878,+/- 553,54.6,14788,+/- 1221,69.2,3275,+/- 495,63.9,18951,+/- 1175,68,12484,+/- 1512,73.5,7495,+/- 917,74.1,13693,+/- 1179,71.1,18914,+/- 1367,70.2,12024,+/- 1464,56.1,13413,+/- 1256,63,5978,+/- 693,58.4,10842,+/- 1482,63.1,10658,+/- 1102,72.1,8122,+/- 1042,41.1,3390,+/- 461,69.6,4529,+/- 628,59.1,4789,+/- 630,70.6,11499,+/- 1599,49.1,9137,+/- 1454,58.6,4867,+/- 732,57.5,15963,+/- 1601,58.1
Women 15 to 50 years old who had a birth in the past 12 months,985,+/- 231,5.5,228,+/- 87,4.9,859,+/- 185,5,1377,+/- 264,4.7,228,+/- 84,3.2,960,+/- 261,4.5,246,+/- 86,4.8,1352,+/- 236,4.8,547,+/- 228,3.2,360,+/- 100,3.6,449,+/- 115,2.3,622,+/- 114,2.3,668,+/- 173,3.1,1506,+/- 313,7.1,310,+/- 91,3,1071,+/- 266,6.2,450,+/- 146,3,2196,+/- 296,11.1,147,+/- 57,3,413,+/- 142,5.4,265,+/- 132,3.9,1063,+/- 236,4.5,591,+/- 189,3.8,300,+/- 103,3.5,1453,+/- 275,5.3
  Unmarried women who gave birth,448,+/- 165,45.5,66,+/- 46,28.9,149,+/- 97,17.3,536,+/- 187,38.9,60,+/- 38,26.3,599,+/- 192,62.4,107,+/- 53,43.5,538,+/- 178,39.8,242,+/- 175,44.2,178,+/- 83,49.4,188,+/- 73,41.9,339,+/- 92,54.5,132,+/- 66,19.8,709,+/- 190,47.1,148,+/- 71,47.7,373,+/- 169,34.8,275,+/- 114,61.1,134,+/- 77,6.1,69,+/- 39,46.9,117,+/- 69,28.3,28,+/- 35,10.6,176,+/- 117,16.6,251,+/- 136,42.5,121,+/- 69,40.3,711,+/- 211,48.9
  Women 15 to 19 years of age,25,+/- 48,2.5,-,,,4,+/- 29,0.5,-,,,-,,,26,+/- 50,2.7,-,,,123,+/- 102,9.1,-,,,-,,,-,,,-,,,-,,,38,+/- 35,2.5,19,+/- 38,6.1,43,+/- 75,4,-,,,17,+/- 37,0.8,4,+/- 23,2.7,-,,,-,,,49,+/- 74,4.6,-,,,10,+/- 12,3.3,46,+/- 50,3.2
  Women 20 to 34 years of age,742,+/- 194,75.3,141,+/- 80,61.8,656,+/- 174,76.4,851,+/- 206,61.8,175,+/- 70,76.8,672,+/- 205,70,182,+/- 69,74,986,+/- 209,72.9,419,+/- 216,76.6,256,+/- 102,71.1,294,+/- 100,65.5,407,+/- 111,65.4,361,+/- 120,54,1296,+/- 290,86.1,225,+/- 78,72.6,709,+/- 199,66.2,285,+/- 112,63.3,1644,+/- 226,74.9,76,+/- 38,51.7,212,+/- 102,51.3,187,+/- 107,70.6,738,+/- 216,69.4,460,+/- 172,77.8,207,+/- 91,69,931,+/- 232,64.1
  Women 35 to 50 years of age,218,+/- 105,22.1,87,+/- 48,38.2,199,+/- 95,23.2,526,+/- 160,38.2,53,+/- 39,23.2,262,+/- 126,27.3,64,+/- 50,26,243,+/- 97,18,128,+/- 85,23.4,104,+/- 63,28.9,155,+/- 61,34.5,215,+/- 77,34.6,307,+/- 125,46,172,+/- 83,11.4,66,+/- 52,21.3,319,+/- 135,29.8,165,+/- 79,36.7,535,+/- 160,24.4,67,+/- 40,45.6,201,+/- 91,48.7,78,+/- 52,29.4,276,+/- 118,26,131,+/- 78,22.2,83,+/- 44,27.7,476,+/- 163,32.8
"  Per 1,000 unmarried women",37,+/- 10,,27,+/- 20,,15,+/- 10,,26,+/- 10,,15,+/- 10,,41,+/- 10,,33,+/- 20,,28,+/- 10,,19,+/- 10,,24,+/- 10,,14,+/- 10,,18,,,11,+/- 10,,53,+/- 10,,25,+/- 10,,34,+/- 20,,26,+/- 10,,16,+/- 10,,20,+/- 10,,26,+/- 20,,6,+/- 10,,15,+/- 10,,27,+/- 20,,25,+/- 10,,45,+/- 10,
"  Per 1,000 women 15 to 50 years old",55,+/- 10,,49,+/- 20,,50,+/- 10,,47,+/- 10,,32,+/- 10,,45,+/- 10,,48,+/- 20,,48,+/- 10,,32,+/- 10,,36,+/- 10,,23,+/- 10,,23,,,31,+/- 10,,71,+/- 20,,30,+/- 10,,62,+/- 20,,30,+/- 10,,111,+/- 20,,30,+/- 10,,54,+/- 20,,39,+/- 20,,45,+/- 10,,38,+/- 10,,35,+/- 10,,53,+/- 10,
"  Per 1,000 women 15 to 19 years old",10,+/- 20,,-,,,1,,,-,,,-,,,9,+/- 10,,-,,,36,+/- 30,,-,,,-,,,-,,,-,,,-,,,16,+/- 20,,17,+/- 30,,20,+/- 30,,-,,,6,+/- 10,,7,+/- 10,,-,,,-,,,24,+/- 30,,-,,,11,+/- 10,,15,+/- 10,
"  Per 1,000 women 20 to 34 years old",87,+/- 20,,75,+/- 40,,88,+/- 20,,61,+/- 20,,62,+/- 30,,71,+/- 20,,89,+/- 40,,78,+/- 20,,45,+/- 20,,58,+/- 20,,34,+/- 10,,35,+/- 10,,41,+/- 10,,125,+/- 30,,51,+/- 20,,89,+/- 30,,32,+/- 10,,177,+/- 30,,37,+/- 20,,56,+/- 30,,66,+/- 40,,67,+/- 20,,68,+/- 30,,60,+/- 30,,72,+/- 20,
"  Per 1,000 women 35 to 50 years old",31,+/- 20,,40,+/- 20,,30,+/- 10,,43,+/- 10,,16,+/- 10,,29,+/- 10,,25,+/- 20,,21,+/- 10,,20,+/- 10,,25,+/- 20,,18,+/- 10,,18,+/- 10,,29,+/- 10,,20,+/- 10,,14,+/- 10,,45,+/- 20,,35,+/- 20,,72,+/- 20,,30,+/- 20,,61,+/- 30,,25,+/- 20,,26,+/- 10,,17,+/- 10,,20,+/- 10,,41,+/- 10,
S6. GRANDPARENTS AS CAREGIVERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Population 30 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grandparents living with own grandchildren under 18 years,2666,+/- 374,,961,+/- 219,,2038,+/- 323,,3412,+/- 469,,1136,+/- 201,,2440,+/- 391,,1043,+/- 165,,3701,+/- 414,,1993,+/- 409,,1771,+/- 370,,2410,+/- 323,,3850,+/- 480,,2908,+/- 586,,2748,+/- 470,,1611,+/- 269,,2259,+/- 456,,1396,+/- 297,,2051,+/- 438,,950,+/- 165,,630,+/- 204,,1442,+/- 311,,3802,+/- 625,,1572,+/- 431,,1418,+/- 247,,3873,+/- 672,
  Grandparents responsible for grandchildren,661,+/- 195,24.8,116,+/- 57,12.1,398,+/- 141,19.5,1010,+/- 250,29.6,159,+/- 59,14,878,+/- 263,36,378,+/- 114,36.2,962,+/- 202,26,951,+/- 276,47.7,501,+/- 166,28.3,522,+/- 141,21.7,1051,+/- 211,27.3,1607,+/- 463,55.3,673,+/- 221,24.5,182,+/- 74,11.3,883,+/- 295,39.1,267,+/- 126,19.1,839,+/- 229,40.9,199,+/- 77,20.9,204,+/- 106,32.4,411,+/- 167,28.5,640,+/- 192,16.8,694,+/- 360,44.1,218,+/- 97,15.4,1275,+/- 429,32.9
    Less than 1 year,138,+/- 89,20.9,27,+/- 24,23.3,70,+/- 52,17.6,140,+/- 90,13.9,22,+/- 21,13.8,34,+/- 36,3.9,28,+/- 50,7.4,185,+/- 97,19.2,96,+/- 148,10.1,58,+/- 77,11.6,123,+/- 70,23.6,159,+/- 74,15.1,166,+/- 86,10.3,149,+/- 110,22.1,62,+/- 48,34.1,286,+/- 191,32.4,44,+/- 52,16.5,190,+/- 123,22.6,51,+/- 45,25.6,34,+/- 47,16.7,45,+/- 51,10.9,62,+/- 47,9.7,166,+/- 149,23.9,11,+/- 30,5,303,+/- 177,23.8
    1 or 2 years,189,+/- 102,28.6,37,+/- 40,31.9,77,+/- 57,19.3,302,+/- 141,29.9,21,+/- 16,13.2,273,+/- 195,31.1,85,+/- 75,22.5,185,+/- 93,19.2,137,+/- 91,14.4,133,+/- 91,26.5,40,+/- 25,7.7,151,+/- 65,14.4,455,+/- 261,28.3,71,+/- 57,10.5,7,+/- 11,3.8,199,+/- 135,22.5,44,+/- 44,16.5,320,+/- 137,38.1,16,+/- 19,8,-,,,51,+/- 44,12.4,205,+/- 104,32,144,+/- 118,20.7,38,+/- 44,17.4,342,+/- 224,26.8
    3 or 4 years,125,+/- 91,18.9,25,+/- 22,21.6,32,+/- 29,8,166,+/- 88,16.4,30,+/- 27,18.9,200,+/- 109,22.8,76,+/- 50,20.1,55,+/- 52,5.7,85,+/- 75,8.9,102,+/- 76,20.4,136,+/- 71,26.1,147,+/- 92,14,398,+/- 199,24.8,138,+/- 100,20.5,22,+/- 27,12.1,175,+/- 122,19.8,21,+/- 35,7.9,106,+/- 72,12.6,-,,,34,+/- 37,16.7,122,+/- 88,29.7,80,+/- 74,12.5,54,+/- 86,7.8,83,+/- 71,38.1,232,+/- 159,18.2
    5 or more years,209,+/- 101,31.6,27,+/- 21,23.3,219,+/- 111,55,402,+/- 149,39.8,86,+/- 50,54.1,371,+/- 154,42.3,189,+/- 72,50,537,+/- 181,55.8,633,+/- 187,66.6,208,+/- 99,41.5,223,+/- 79,42.7,594,+/- 176,56.5,588,+/- 230,36.6,315,+/- 136,46.8,91,+/- 69,50,223,+/- 121,25.3,158,+/- 86,59.2,223,+/- 76,26.6,132,+/- 58,66.3,136,+/- 79,66.7,193,+/- 141,47,293,+/- 154,45.8,330,+/- 257,47.6,86,+/- 44,39.4,398,+/- 179,31.2
S7. SCHOOL ENROLLMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Population 3 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population 3 years and over,65721,+/- 1692,,18478,+/- 838,,59489,+/- 2082,,96246,+/- 2527,,26188,+/- 1159,,73238,+/- 1876,,19364,+/- 843,,93484,+/- 2201,,58048,+/- 1956,,35163,+/- 1557,,73061,+/- 1867,,96625,+/- 2152,,84045,+/- 2612,,74150,+/- 1963,,39392,+/- 1239,,62983,+/- 2661,,47688,+/- 1722,,82912,+/- 2510,,20195,+/- 760,,26450,+/- 1430,,26680,+/- 1176,,90971,+/- 2362,,59925,+/- 2324,,32896,+/- 1351,,106501,+/- 2969,
Population 3 years and over enrolled in school,18961,+/- 1014,28.9,5022,+/- 493,27.2,17403,+/- 972,29.3,25573,+/- 1125,26.6,7507,+/- 525,28.7,24368,+/- 1158,33.3,5065,+/- 367,26.2,26863,+/- 1252,28.7,13648,+/- 1205,23.5,9811,+/- 731,27.9,18778,+/- 1036,25.7,27401,+/- 1205,28.4,18218,+/- 1040,21.7,20457,+/- 1093,27.6,9444,+/- 616,24,20496,+/- 1407,32.5,12366,+/- 808,25.9,29853,+/- 1321,36,4760,+/- 400,23.6,6057,+/- 513,22.9,6962,+/- 495,26.1,21153,+/- 1102,23.3,12353,+/- 953,20.6,7936,+/- 479,24.1,29272,+/- 1459,27.5
"  In nursery school, preschool",1309,+/- 280,6.9,277,+/- 119,5.5,836,+/- 203,4.8,1436,+/- 319,5.6,342,+/- 97,4.6,1208,+/- 282,5,325,+/- 112,6.4,2049,+/- 386,7.6,497,+/- 235,3.6,458,+/- 162,4.7,948,+/- 172,5,1877,+/- 234,6.9,1076,+/- 244,5.9,1381,+/- 310,6.8,581,+/- 160,6.2,1712,+/- 472,8.4,860,+/- 207,7,2559,+/- 314,8.6,199,+/- 69,4.2,312,+/- 125,5.2,326,+/- 107,4.7,1083,+/- 284,5.1,951,+/- 297,7.7,400,+/- 123,5,2209,+/- 440,7.5
  In kindergarten,1101,+/- 278,5.8,259,+/- 94,5.2,681,+/- 165,3.9,1668,+/- 297,6.5,279,+/- 90,3.7,979,+/- 232,4,184,+/- 71,3.6,1971,+/- 313,7.3,649,+/- 212,4.8,331,+/- 126,3.4,1059,+/- 208,5.6,1156,+/- 188,4.2,813,+/- 192,4.5,1480,+/- 282,7.2,389,+/- 114,4.1,1298,+/- 299,6.3,559,+/- 153,4.5,2594,+/- 315,8.7,195,+/- 78,4.1,265,+/- 105,4.4,316,+/- 118,4.5,1283,+/- 284,6.1,456,+/- 198,3.7,300,+/- 98,3.8,1845,+/- 343,6.3
"  In elementary school, grades 1-8",8479,+/- 720,44.7,1654,+/- 248,32.9,5434,+/- 476,31.2,9542,+/- 688,37.3,2838,+/- 287,37.8,11032,+/- 799,45.3,2097,+/- 261,41.4,10906,+/- 746,40.6,4030,+/- 570,29.5,4251,+/- 512,43.3,7218,+/- 550,38.4,10013,+/- 638,36.5,6669,+/- 583,36.6,8727,+/- 696,42.7,3842,+/- 356,40.7,8943,+/- 791,43.6,4923,+/- 478,39.8,13348,+/- 835,44.7,1567,+/- 205,32.9,2783,+/- 314,45.9,2375,+/- 289,34.1,7911,+/- 604,37.4,4808,+/- 601,38.9,3008,+/- 335,37.9,13293,+/- 909,45.4
"  In high school, grades 9-12",4194,+/- 484,22.1,1033,+/- 174,20.6,2879,+/- 393,16.5,5360,+/- 485,21,1811,+/- 223,24.1,5314,+/- 593,21.8,1109,+/- 158,21.9,5932,+/- 463,22.1,2641,+/- 472,19.4,2248,+/- 328,22.9,3651,+/- 355,19.4,5314,+/- 441,19.4,3222,+/- 392,17.7,4125,+/- 521,20.2,2168,+/- 262,23,3860,+/- 525,18.8,2314,+/- 403,18.7,6215,+/- 485,20.8,1141,+/- 160,24,1197,+/- 219,19.8,1504,+/- 235,21.6,4076,+/- 443,19.3,2405,+/- 450,19.5,1667,+/- 268,21,5738,+/- 565,19.6
  In college or graduate school,3878,+/- 435,20.5,1799,+/- 258,35.8,7573,+/- 614,43.5,7567,+/- 590,29.6,2237,+/- 249,29.8,5835,+/- 598,23.9,1350,+/- 211,26.7,6005,+/- 576,22.4,5831,+/- 794,42.7,2523,+/- 373,25.7,5902,+/- 510,31.4,9041,+/- 582,33,6438,+/- 704,35.3,4744,+/- 428,23.2,2464,+/- 301,26.1,4683,+/- 668,22.8,3710,+/- 426,30,5137,+/- 435,17.2,1658,+/- 235,34.8,1500,+/- 251,24.8,2441,+/- 295,35.1,6800,+/- 596,32.1,3733,+/- 529,30.2,2561,+/- 254,32.3,6187,+/- 759,21.1
S8. EDUCATIONAL ATTAINMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Population 25 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population 25 years and over,42234,+/- 1449,,13594,+/- 645,,40975,+/- 1288,,68636,+/- 1853,,17904,+/- 678,,45791,+/- 1656,,13735,+/- 627,,61661,+/- 1703,,43469,+/- 1907,,23940,+/- 1122,,52931,+/- 1316,,68092,+/- 1450,,65644,+/- 1867,,49291,+/- 1689,,28083,+/- 980,,40221,+/- 1673,,32689,+/- 1245,,49091,+/- 1431,,15210,+/- 609,,19434,+/- 994,,19164,+/- 825,,67864,+/- 1871,,47200,+/- 1866,,23737,+/- 888,,71881,+/- 2189,
  Less than 9th grade,8900,+/- 781,21.1,1080,+/- 169,7.9,4904,+/- 497,12,5127,+/- 513,7.5,2193,+/- 244,12.2,8936,+/- 754,19.5,1019,+/- 161,7.4,6499,+/- 526,10.5,6474,+/- 788,14.9,2727,+/- 365,11.4,3333,+/- 349,6.3,4266,+/- 393,6.3,7898,+/- 663,12,8252,+/- 703,16.7,4009,+/- 417,14.3,4049,+/- 548,10.1,5095,+/- 514,15.6,8243,+/- 626,16.8,575,+/- 118,3.8,3222,+/- 382,16.6,1201,+/- 210,6.3,11803,+/- 822,17.4,6251,+/- 786,13.2,3684,+/- 351,15.5,19575,+/- 1132,27.2
"  9th to 12th grade, no diploma",6967,+/- 642,16.5,1111,+/- 188,8.2,3138,+/- 356,7.7,5819,+/- 513,8.5,1902,+/- 233,10.6,7310,+/- 695,16,1626,+/- 206,11.8,5261,+/- 469,8.5,4566,+/- 645,10.5,2892,+/- 432,12.1,3795,+/- 351,7.2,4721,+/- 379,6.9,6912,+/- 670,10.5,7227,+/- 702,14.7,2566,+/- 310,9.1,5956,+/- 690,14.8,4522,+/- 499,13.8,8437,+/- 638,17.2,661,+/- 136,4.3,2796,+/- 350,14.4,1732,+/- 250,9,5035,+/- 472,7.4,4484,+/- 626,9.5,2051,+/- 244,8.6,7184,+/- 638,10
  High school graduate (includes equivalency),11333,+/- 775,26.8,5077,+/- 419,37.3,9527,+/- 723,23.3,22955,+/- 1073,33.4,5975,+/- 368,33.4,12198,+/- 970,26.6,4530,+/- 374,33,29210,+/- 1302,47.4,8875,+/- 876,20.4,8296,+/- 707,34.7,19070,+/- 859,36,20844,+/- 800,30.6,21150,+/- 1118,32.2,14421,+/- 850,29.3,8051,+/- 499,28.7,9875,+/- 774,24.6,7792,+/- 662,23.8,16046,+/- 804,32.7,4074,+/- 352,26.8,4663,+/- 656,24,5194,+/- 467,27.1,22032,+/- 1085,32.5,13739,+/- 1036,29.1,9574,+/- 600,40.3,23062,+/- 1100,32.1
"  Some college, no degree",6961,+/- 595,16.5,2423,+/- 304,17.8,5425,+/- 454,13.2,11489,+/- 824,16.7,2727,+/- 282,15.2,7512,+/- 685,16.4,2710,+/- 300,19.7,8307,+/- 605,13.5,5905,+/- 677,13.6,4328,+/- 542,18.1,10117,+/- 603,19.1,12768,+/- 650,18.8,6189,+/- 567,9.4,8811,+/- 766,17.9,4328,+/- 368,15.4,7073,+/- 741,17.6,3969,+/- 456,12.1,4960,+/- 429,10.1,3509,+/- 300,23.1,2059,+/- 312,10.6,4009,+/- 412,20.9,7305,+/- 635,10.8,5192,+/- 614,11,2660,+/- 294,11.2,8697,+/- 821,12.1
  Associates degree,2865,+/- 411,6.8,1331,+/- 266,9.8,3176,+/- 376,7.8,3772,+/- 518,5.5,1278,+/- 202,7.1,3315,+/- 496,7.2,1060,+/- 170,7.7,3295,+/- 388,5.3,2036,+/- 431,4.7,1829,+/- 304,7.6,4194,+/- 345,7.9,6616,+/- 453,9.7,4679,+/- 516,7.1,3122,+/- 459,6.3,2327,+/- 290,8.3,2884,+/- 618,7.2,1424,+/- 233,4.4,1982,+/- 248,4,1581,+/- 228,10.4,796,+/- 166,4.1,2002,+/- 351,10.4,3788,+/- 387,5.6,3605,+/- 522,7.6,1694,+/- 256,7.1,4436,+/- 559,6.2
  Bachelors degree,3856,+/- 521,9.1,1736,+/- 256,12.8,9499,+/- 730,23.2,12809,+/- 781,18.7,2858,+/- 295,16,5097,+/- 580,11.1,1839,+/- 254,13.4,6539,+/- 679,10.6,8937,+/- 1031,20.6,2702,+/- 369,11.3,8334,+/- 591,15.7,12410,+/- 657,18.2,13280,+/- 852,20.2,5264,+/- 568,10.7,4911,+/- 372,17.5,6269,+/- 837,15.6,7196,+/- 582,22,5918,+/- 613,12.1,2951,+/- 289,19.4,3570,+/- 341,18.4,3320,+/- 437,17.3,12905,+/- 993,19,8640,+/- 814,18.3,2720,+/- 298,11.5,6742,+/- 708,9.4
  Graduate or professional degree,1352,+/- 252,3.2,836,+/- 152,6.1,5306,+/- 466,12.9,6665,+/- 593,9.7,971,+/- 183,5.4,1423,+/- 279,3.1,951,+/- 177,6.9,2550,+/- 355,4.1,6676,+/- 726,15.4,1166,+/- 233,4.9,4088,+/- 367,7.7,6467,+/- 466,9.5,5536,+/- 558,8.4,2194,+/- 345,4.5,1891,+/- 213,6.7,4115,+/- 520,10.2,2691,+/- 365,8.2,3505,+/- 399,7.1,1859,+/- 173,12.2,2328,+/- 321,12,1706,+/- 261,8.9,4996,+/- 445,7.4,5289,+/- 566,11.2,1354,+/- 230,5.7,2185,+/- 392,3
High school graduate or higher,26367,+/- 1240,62.4,11403,+/- 682,83.9,32933,+/- 1307,80.4,57690,+/- 1815,84.1,13809,+/- 648,77.1,29545,+/- 1465,64.5,11090,+/- 631,80.7,49901,+/- 1814,80.9,32429,+/- 1757,74.6,18321,+/- 1110,76.5,45803,+/- 1344,86.5,59105,+/- 1475,86.8,50834,+/- 1828,77.4,33812,+/- 1472,68.6,21508,+/- 864,76.6,30216,+/- 1641,75.1,23072,+/- 1099,70.6,32411,+/- 1278,66,13974,+/- 644,91.9,13416,+/- 812,69,16231,+/- 932,84.7,51026,+/- 1711,75.2,36465,+/- 1778,77.3,18002,+/- 866,75.8,45122,+/- 1681,62.8
Bachelor degree or higher,5208,+/- 579,12.3,2572,+/- 298,18.9,14805,+/- 866,36.1,19474,+/- 980,28.4,3829,+/- 347,21.4,6520,+/- 644,14.2,2790,+/- 310,20.3,9089,+/- 766,14.7,15613,+/- 1261,35.9,3868,+/- 437,16.2,12422,+/- 696,23.5,18877,+/- 805,27.7,18816,+/- 1018,28.7,7458,+/- 665,15.1,6802,+/- 429,24.2,10384,+/- 985,25.8,9887,+/- 687,30.2,9423,+/- 732,19.2,4810,+/- 337,31.6,5898,+/- 469,30.3,5026,+/- 509,26.2,17901,+/- 1088,26.4,13929,+/- 991,29.5,4074,+/- 377,17.2,8927,+/- 809,12.4
S9. VETERAN STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universe: Civilian population 18 years and over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civilian population 18 years and over,50149,+/- 1253,100,15145,+/- 694,100,49144,+/- 1623,100,77635,+/- 1979,100,20650,+/- 871,100,54133,+/- 1577,100,15578,+/- 773,100,71790,+/- 1664,100,50103,+/- 1658,100,27696,+/- 1342,100,59567,+/- 1462,100,77823,+/- 1641,99.9,71633,+/- 2139,100,57419,+/- 1545,100,32101,+/- 962,100,46485,+/- 1733,99.9,38986,+/- 1443,100,57417,+/- 1586,100,17008,+/- 584,99.9,21700,+/- 1311,100,22047,+/- 1054,100,75399,+/- 1762,100,50652,+/- 2073,100,26821,+/- 1117,100,81979,+/- 2225,100
